Category,Description,Nutrient Data Bank Number,x,y
Salad dressing,"Salad dressing, thousand island dressing, reduced fat",4023,82.892555,-103.745995
Salad dressing,"Salad dressing, mayonnaise, regular",4025,81.363,-112.77089
Salad dressing,"Salad dressing, mayonnaise, imitation, soybean",4027,81.01311,-113.42046
Sandwich spread,"Sandwich spread, with chopped pickle, regular, unspecified oils",4030,81.45271,-113.09403
Oil,"Oil, wheat germ",4038,81.89757,-112.31554
Oil,"Oil, peanut, salad or cooking",4042,81.43386,-112.53768
Oil,"Oil, soybean, salad or cooking",4044,81.6636,-112.73331
Oil,"Oil, coconut",4047,79.66514,-111.79
Oil,"Oil, olive, salad or cooking",4053,81.02721,-112.36321
Oil,"Oil, sesame, salad or cooking",4058,81.509384,-112.811226
Salad dressing,"Salad dressing, italian dressing, commercial, regular",4114,81.17039,-113.434296
Salad dressing,"Salad dressing, french dressing, commercial, regular",4120,81.36198,-113.21998
Margarine,"Margarine,spread, 35-39% fat, tub",4128,80.85849,-113.01198
Salad dressing,"Salad dressing, home recipe, vinegar and oil",4135,81.24386,-113.02173
Salad dressing,"Salad dressing, french dressing, fat-free",4367,79.42939,-102.046104
Oil,"Oil, cottonseed, salad or cooking",4502,81.547554,-112.696304
Oil,"Oil, sunflower, linoleic, (approx. 65%)",4506,81.8392,-112.550026
Oil,"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",4511,81.20376,-112.36184
Oil,"Oil, corn, industrial and retail, all purpose salad or cooking",4518,81.73962,-112.78618
Oil,"Oil, walnut",4528,81.5049,-112.766624
Oil,"Oil, almond",4529,81.35526,-112.374374
Salad dressing,"Salad dressing, blue or roquefort cheese dressing, commercial, regular",4539,81.38437,-113.181786
Fat,"Fat, chicken",4542,80.832985,-112.79128
Oil,"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",4543,81.758606,-112.83504
Shortening industrial,"Shortening industrial, soybean (hydrogenated) and cottonseed",4554,80.69924,-112.69509
Fat,"Fat, turkey",4575,80.958206,-112.70277
Oil,"Oil, canola",4582,81.44385,-112.52643
Butter,"Butter, light, stick, with salt",4601,80.299,-112.61688
Animal fat,"Animal fat, bacon grease",4609,80.507484,-112.52246
Margarine,"Margarine, regular, 80% fat, composite, stick, with salt",4610,81.04238,-112.79552
Margarine-like,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",4613,81.46931,-112.840294
Shortening,"Shortening, vegetable, household, composite",4615,81.06501,-112.697205
Margarine,"Margarine, regular, 80% fat, composite, stick, without salt",4617,81.161514,-112.83451
Salad dressing,"Salad dressing, thousand island dressing, fat-free",4635,82.48637,-103.631775
Salad dressing,"Salad dressing, italian dressing, fat-free",4636,80.86523,-102.38233
Salad dressing,"Salad dressing, ranch dressing, regular",4639,81.301025,-113.35491
Salad dressing,"Salad dressing, mayonnaise, light",4641,81.33277,-113.48923
Oil,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",4659,79.683266,-111.87229
Oil,"Oil, PAM cooking spray, original",4679,81.12767,-113.23603
Salad dressing,"Salad dressing, honey mustard dressing, reduced calorie",4686,77.829636,-102.55613
Margarine-like,"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D",4690,80.72815,-113.078735
Margarine,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",4691,81.12504,-112.77606
Margarine-like,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",4694,81.330734,-112.79645
Oil,"Oil, industrial, canola, high oleic",4698,81.29382,-112.521484
Oil,"Oil, industrial, soy, low linolenic",4699,81.590225,-112.73974
Oil,"Oil, industrial, soy, ultra low linolenic",4700,81.66859,-112.86188
Oil,"Oil, industrial, soy, fully hydrogenated",4701,79.634155,-111.82598
Salad dressing,"Salad dressing, honey mustard, regular",4703,81.57542,-113.31396
Salad dressing,"Salad dressing, poppyseed, creamy",4704,81.64003,-113.28001
Salad dressing,"Salad dressing, caesar, fat-free",4705,80.34463,-102.516495
Dressing,"Dressing, honey mustard, fat-free",4706,78.91876,-101.97747
Mayonnaise,"Mayonnaise, reduced fat, with olive oil",4708,80.81237,-113.18215
Salad dressing,"Salad dressing, mayonnaise-type, light",4709,79.71682,-103.02484
Chicken,"Chicken, broiler, rotisserie, BBQ, breast, meat only",5000,84.40283,-97.95565
Chicken,"Chicken, broilers or fryers, skin only, raw",5015,80.85592,-112.750946
Chicken,"Chicken, broilers or fryers, skin only, cooked, roasted",5018,80.9476,-112.575424
Chicken,"Chicken, broilers or fryers, giblets, cooked, simmered",5022,82.97063,-96.33629
Chicken,"Chicken, gizzard, all classes, cooked, simmered",5024,83.28121,-96.24192
Chicken,"Chicken, liver, all classes, raw",5027,84.037834,-110.3639
Chicken,"Chicken, liver, all classes, cooked, simmered",5028,83.81273,-110.545135
Chicken,"Chicken, broilers or fryers, back, meat and skin, cooked, roasted",5051,82.083496,-97.62956
Chicken,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",5062,84.19021,-99.0952
Chicken,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",5069,83.73576,-96.94525
Chicken,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",5073,84.01346,-96.998924
Chicken,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",5087,81.862946,-98.6643
Chicken,"Chicken, broilers or fryers, thigh, meat and skin, raw",5091,82.07246,-98.84175
Chicken,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",5094,83.53489,-96.61955
Chicken,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",5098,83.86466,-96.90787
Chicken,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",5103,83.23387,-96.18588
Chicken,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",5104,82.204575,-98.004005
Duck,"Duck, domesticated, meat and skin, cooked, roasted",5140,80.526245,-112.51884
Duck,"Duck, domesticated, meat only, cooked, roasted",5142,83.486755,-97.57588
Goose,"Goose, domesticated, meat and skin, cooked, roasted",5147,81.74587,-98.348434
Turkey,"Turkey, whole, meat and skin, raw",5165,83.908806,-99.13737
Turkey,"Turkey, whole, meat and skin, cooked, roasted",5166,84.27503,-97.43264
Turkey,"Turkey, whole, meat only, raw",5167,84.24667,-98.94346
Turkey,"Turkey, whole, meat only, cooked, roasted",5168,84.29215,-97.57443
Turkey,"Turkey, whole, neck, meat only, cooked, simmered",5180,83.98471,-96.585205
Turkey,"Turkey, whole, light meat, meat and skin, cooked, roasted",5182,84.62093,-97.930695
Turkey,"Turkey, whole, dark meat, meat and skin, cooked, roasted",5184,83.737785,-96.57221
Turkey,"Turkey, all classes, light meat, cooked, roasted",5186,84.58383,-97.92442
Turkey,"Turkey, whole, dark meat, cooked, roasted",5188,83.65222,-96.700745
Turkey,"Turkey, all classes, leg, meat and skin, cooked, roasted",5194,83.43469,-97.39274
Turkey,"Turkey, all classes, wing, meat and skin, cooked, roasted",5196,83.75797,-97.35374
Turkey,"Turkey, whole, breast, meat only, cooked, roasted",5220,84.46465,-98.03389
Turkey,"Turkey, whole, wing, meat only, cooked, roasted",5228,84.44276,-97.98064
Turkey,"Turkey, Ground, cooked",5306,84.01272,-97.5555
Chicken,"Chicken, cornish game hens, meat and skin, cooked, roasted",5308,82.622574,-97.25259
Chicken,"Chicken, cornish game hens, meat only, cooked, roasted",5310,84.04452,-98.05243
Chicken,"Chicken, canned, no broth",5311,83.25184,-98.21817
Chicken,"Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",5314,83.98129,-99.58132
Chicken,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",5319,84.00841,-96.32585
Chicken patty,"Chicken patty, frozen, cooked",5324,80.10905,-105.35501
Chicken,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",5334,83.46362,-96.878456
Chicken,"Chicken, feet, boiled",5335,81.56298,-99.73835
Chicken,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",5358,84.2236,-97.824066
Chicken,"Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin",5359,83.84111,-96.43555
Chicken,"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin",5361,83.28997,-96.79451
Chicken,"Chicken, broiler, rotisserie, BBQ, wing, meat and skin",5362,82.83206,-96.64823
Ostrich,"Ostrich, ground, cooked, pan-broiled",5642,83.03934,-97.685455
Chicken,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",5671,83.74846,-97.099396
Chicken,"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",5672,84.086395,-96.555954
Chicken,"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",5676,83.78947,-96.98616
Chicken,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",5677,83.25776,-96.74537
Turkey,"Turkey, dark meat, meat only, with added solution, cooked, roasted",5695,84.04047,-96.73555
Turkey from whole,"Turkey from whole, light meat, meat only, with added solution, cooked, roasted",5697,84.44998,-98.56088
Turkey,"Turkey, skin from whole, (light and dark), with added solution, roasted",5699,80.95462,-112.47356
Turkey,"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",5701,83.96112,-96.92051
Turkey from whole,"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",5703,84.493065,-98.337585
Turkey,"Turkey, whole, meat only, with added solution, roasted",5705,84.34789,-98.16107
Turkey,"Turkey, whole, meat and skin, with added solution, roasted",5707,84.19021,-97.78452
Turkey,"Turkey, drumstick, from whole bird, meat only, with added solution, roasted",5725,84.09614,-96.69539
Turkey,"Turkey, retail parts, breast, meat and skin, with added solution, raw",5727,84.059975,-99.15414
Turkey,"Turkey, thigh, from whole bird, meat only, with added solution, roasted",5728,83.996544,-96.80743
Turkey,"Turkey, wing, from whole bird, meat only, with added solution, roasted",5730,84.449425,-98.44355
Turkey,"Turkey, drumstick, from whole bird, meat only, roasted",5739,84.30142,-97.601456
Turkey,"Turkey, thigh, from whole bird, meat only, roasted",5741,83.622986,-96.40252
Turkey,"Turkey, retail parts, thigh, meat and skin, cooked, roasted",5743,83.75925,-96.554924
Turkey,"Turkey, back, from whole bird, meat and skin, with added solution, roasted",5745,84.16336,-97.722694
Soup,"Soup, cream of asparagus, canned, condensed",6001,80.94008,-103.26272
Soup,"Soup, bean with pork, canned, condensed",6004,83.56435,-104.13292
Soup,"Soup, beef broth or bouillon canned, ready-to-serve",6008,79.30491,-97.161674
Soup,"Soup, beef noodle, canned, condensed",6009,83.533585,-104.02685
Soup,"Soup, cream of celery, canned, condensed",6010,79.99662,-102.6338
Soup,"Soup, cheese, canned, condensed",6011,80.03476,-102.326324
Soup,"Soup, chicken broth, canned, condensed",6013,79.65348,-98.56847
Soup,"Soup, chicken, canned, chunky, ready-to-serve",6015,81.13745,-102.56114
Soup,"Soup, cream of chicken, canned, condensed",6016,80.33894,-102.26945
Soup,"Soup, chunky chicken noodle, canned, ready-to-serve",6018,84.65483,-105.30344
Soup,"Soup, chicken noodle, canned, condensed",6019,80.68484,-102.16922
Soup,"Soup, chicken rice, canned, chunky, ready-to-serve",6022,84.91927,-105.70703
Soup,"Soup, chicken with rice, canned, condensed",6023,80.927475,-102.548004
Soup,"Soup, chicken and vegetable, canned, ready-to-serve",6024,84.51705,-105.21259
Soup,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",6027,83.8908,-104.60714
CAMPBELL'S,"CAMPBELL'S, HEALTHY REQUEST, chicken with rice, condensed",6029,83.60438,-104.83979
Soup,"Soup, clam chowder, new england, canned, condensed",6030,80.84871,-98.31563
Soup,"Soup, minestrone, canned, chunky, ready-to-serve",6039,83.97097,-104.60809
Soup,"Soup, minestrone, canned, condensed",6040,83.8433,-105.13483
Soup,"Soup, cream of mushroom, canned, condensed",6043,79.99205,-102.360695
Soup,"Soup, mushroom with beef stock, canned, condensed",6044,83.79031,-103.89098
Soup,"Soup, onion, canned, condensed",6045,80.33462,-101.85358
Soup,"Soup, cream of onion, canned, condensed",6046,80.2196,-102.31714
Soup,"Soup, pea, green, canned, condensed",6049,80.724945,-103.81121
Soup,"Soup, pea, split with ham, canned, chunky, ready-to-serve",6050,84.84142,-105.76108
Soup,"Soup, cream of potato, canned, condensed",6053,80.07073,-102.629295
Soup,"Soup, chunky vegetable, canned, ready-to-serve",6067,84.068985,-104.95822
Soup,"Soup, vegetarian vegetable, canned, condensed",6068,84.00258,-105.212746
Soup,"Soup, chunky beef, canned, ready-to-serve",6070,84.07194,-104.799484
Soup,"Soup, vegetable beef, canned, condensed",6071,84.714165,-106.03475
Soup,"Soup, vegetable with beef broth, canned, condensed",6072,84.92778,-105.599525
Soup,"Soup, beef broth or bouillon, powder, dry",6075,82.135765,-102.52651
Soup,"Soup, cream of vegetable, dry, powder",6101,84.99142,-105.96339
Sauce,"Sauce, teriyaki, ready-to-serve",6112,81.30239,-102.74916
Gravy,"Gravy, beef, canned, ready-to-serve",6116,80.43867,-101.45231
Gravy,"Gravy, chicken, canned or bottled, ready-to-serve",6119,79.50869,-98.05304
Soup,"Soup, chicken noodle, dry, mix",6128,80.573814,-106.397064
Soup,"Soup, chicken mushroom, canned, condensed",6149,80.23675,-102.271255
Sauce,"Sauce, barbecue",6150,83.17542,-103.76095
Soup,"Soup, tomato, canned, condensed",6159,83.602615,-103.990555
Sauce,"Sauce, salsa, ready-to-serve",6164,83.81726,-104.01438
Sauce,"Sauce, ready-to-serve, pepper, TABASCO",6169,83.8314,-105.43176
Soup,"Soup, stock, beef, home-prepared",6170,79.28142,-97.87655
Soup,"Soup, stock, chicken, home-prepared",6172,79.20359,-98.068115
Soup,"Soup, stock, fish, home-prepared",6174,79.217606,-97.56323
Sauce,"Sauce, hoisin, ready-to-serve",6175,79.09437,-102.49105
Sauce,"Sauce, oyster, ready-to-serve",6176,81.240875,-102.71052
Soup,"Soup, minestrone, canned, reduced sodium, ready-to-serve",6177,83.81736,-103.80991
Sauce,"Sauce, fish, ready-to-serve",6179,81.56554,-102.46636
Soup,"Soup, cream of mushroom, canned, condensed, reduced sodium",6182,80.39982,-102.194145
Soup,"Soup, chicken broth, less/reduced sodium, ready to serve",6183,79.41738,-97.15595
Soup,"Soup, beef broth, less/reduced sodium, ready to serve",6188,79.2811,-96.931244
Sauce,"Sauce, teriyaki, ready-to-serve, reduced sodium",6189,80.78292,-102.53932
Soup,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",6190,83.758354,-104.79854
Split pea soup,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",6192,83.12273,-106.72785
Split pea with ham soup,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",6193,80.89053,-103.05269
Soup,"Soup, chicken broth, ready-to-serve",6194,79.26893,-96.90268
Soup,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",6208,80.703255,-102.10564
Soup,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",6230,79.336555,-98.35938
Soup,"Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk",6256,78.33035,-98.989456
Soup,"Soup, black bean, canned, prepared with equal volume water",6402,80.859024,-102.69461
Soup,"Soup, chicken broth, canned, prepared with equal volume water",6413,79.33297,-97.47155
Soup,"Soup, chicken gumbo, canned, prepared with equal volume water",6417,83.12897,-103.579056
Soup,"Soup, clam chowder, new england, canned, prepared with equal volume water",6430,80.16898,-98.30731
Soup,"Soup, cream of mushroom, canned, prepared with equal volume water",6443,79.65068,-97.52775
Soup,"Soup, pea, green, canned, prepared with equal volume water",6449,80.09146,-102.46139
Soup,"Soup, cream of shrimp, canned, prepared with equal volume water",6456,79.42315,-97.826706
Soup,"Soup, tomato beef with noodle, canned, prepared with equal volume water",6461,83.50375,-103.67014
Soup,"Soup, tomato rice, canned, prepared with equal volume water",6463,83.83143,-104.03329
Soup,"Soup, vegetarian vegetable, canned, prepared with equal volume water",6468,84.096695,-104.813324
Soup,"Soup, vegetable with beef broth, canned, prepared with equal volume water",6472,84.512535,-105.02586
Soup,"Soup, beef broth or bouillon, powder, prepared with water",6475,79.214615,-96.91378
Soup,"Soup, chicken broth or bouillon, dry, prepared with water",6480,79.45647,-96.95494
Soup,"Soup, onion, dry, mix, prepared with water",6494,79.47502,-97.21737
Soup,"Soup, tomato, dry, mix, prepared with water",6498,82.720055,-103.45863
Soup,"Soup, tomato, canned, prepared with equal volume water, commercial",6559,83.794754,-103.918274
Soup,"Soup, ramen noodle, any flavor, dry",6583,80.07802,-107.89706
Soup,"Soup, broccoli cheese, canned, condensed, commercial",6584,83.11634,-106.20342
Soup,"Soup, vegetable broth, ready to serve",6700,79.22071,-96.73319
Soup,"Soup, beef and vegetables, canned, ready-to-serve",6749,84.87382,-105.352905
Sauce,"Sauce, pasta, spaghetti/marinara, ready-to-serve",6931,83.10714,-104.07591
Soup,"Soup, cream of chicken, canned, condensed, reduced sodium",6955,81.878,-103.41616
Soup,"Soup, tomato, canned, condensed, reduced sodium",6956,83.741234,-104.1856
Fish broth,Fish broth,6963,79.244026,-97.59566
Soup,"Soup, cream of mushroom, low sodium, ready-to-serve, canned",6968,79.27472,-97.91169
Soup,"Soup, chicken broth, low sodium, canned",6970,79.22732,-97.31483
Sauce,"Sauce, worcestershire",6971,80.848564,-102.92367
Sauce,"Sauce, tomato chili sauce, bottled, with salt",6972,83.220276,-104.25232
Sauce,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",6976,83.19217,-104.249084
Soup,"Soup, beef stroganoff, canned, chunky style, ready-to-serve",6980,83.16831,-106.49129
Soup,"Soup, bouillon cubes and granules, low sodium, dry",6981,80.42113,-108.99169
Blood sausage,Blood sausage,7005,80.25768,-112.82262
Bologna,"Bologna, beef",7007,79.845245,-112.84214
Bratwurst,"Bratwurst, pork, cooked",7013,80.5238,-112.48521
Braunschweiger (a liver sausage),"Braunschweiger (a liver sausage), pork",7014,83.71072,-110.380486
Frankfurter,"Frankfurter, beef, unheated",7022,79.94391,-112.93295
Frankfurter,"Frankfurter, turkey",7025,80.54569,-103.78496
Ham,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",7028,82.46298,-101.46873
Ham salad spread,Ham salad spread,7031,81.49193,-103.168755
Headcheese,"Headcheese, pork",7034,81.94982,-99.79005
